,County,Percent_Households_Below_Poverty_Level,Median_Age,Homeowner_Vacancy_Rate,Percent_Pop_25_And_Over_With_College_Or_Higher_Educ
2309,"Wyoming, Pennsylvania",10.3,44.7,1.2,19.6
2310,"York, Pennsylvania",8.9,41.0,1.4,24.9
2311,"Bristol, Rhode Island",8.8,44.3,1.2,49.0
2312,"Kent, Rhode Island",8.9,43.9,1.1,33.3
2313,"Newport, Rhode Island",9.7,45.2,2.6,48.1
2314,"Providence, Rhode Island",16.0,37.4,1.9,29.0
2315,"Washington, Rhode Island",8.9,44.6,1.5,46.1
2316,"Abbeville, South Carolina",20.2,44.3,2.8,15.6
2317,"Aiken, South Carolina",15.1,41.0,1.9,26.4
2318,"Allendale, South Carolina",29.8,41.9,0.0,9.2
2319,"Anderson, South Carolina",14.4,40.8,1.3,22.2
2320,"Bamberg, South Carolina",21.4,41.7,3.1,18.8
2321,"Barnwell, South Carolina",27.3,41.3,0.5,12.5
2322,"Beaufort, South Carolina",9.3,45.5,2.4,41.2
2323,"Berkeley, South Carolina",11.1,36.1,1.0,25.0
2324,"Calhoun, South Carolina",21.2,45.5,2.4,19.9
2325,"Charleston, South Carolina",13.1,37.8,1.9,43.6
2326,"Cherokee, South Carolina",20.1,39.3,1.7,14.2
2327,"Chester, South Carolina",21.0,42.0,1.6,13.4
2328,"Chesterfield, South Carolina",20.3,42.4,2.3,10.4
2329,"Clarendon, South Carolina",23.1,45.1,2.8,15.1
2330,"Colleton, South Carolina",18.0,42.5,1.3,14.6
2331,"Darlington, South Carolina",19.7,41.4,2.2,18.4
2332,"Dillon, South Carolina",32.4,37.7,2.7,11.1
2333,"Dorchester, South Carolina",11.6,37.0,2.3,28.2
2334,"Edgefield, South Carolina",17.6,42.9,2.5,16.7
2335,"Fairfield, South Carolina",20.7,46.4,4.4,16.9
2336,"Florence, South Carolina",18.2,39.2,1.5,23.6
2337,"Georgetown, South Carolina",16.3,49.5,2.1,27.3
2338,"Greenville, South Carolina",11.6,38.2,1.4,35.1
2339,"Greenwood, South Carolina",18.9,39.5,1.0,24.6
2340,"Hampton, South Carolina",17.2,40.0,1.9,11.9
2341,"Horry, South Carolina",13.5,45.9,2.3,23.6
2342,"Jasper, South Carolina",17.6,40.3,0.2,17.8
2343,"Kershaw, South Carolina",15.7,41.1,1.2,20.3
2344,"Lancaster, South Carolina",13.0,42.1,1.8,26.9
2345,"Laurens, South Carolina",19.6,40.7,1.6,16.2
2346,"Lee, South Carolina",25.8,41.8,1.7,15.9
2347,"Lexington, South Carolina",11.7,39.1,1.4,30.4
2348,"McCormick, South Carolina",15.4,55.2,4.5,20.5
2349,"Marion, South Carolina",25.5,40.7,2.5,13.5
2350,"Marlboro, South Carolina",29.4,40.3,0.6,8.9
2351,"Newberry, South Carolina",16.8,42.0,1.0,17.9
2352,"Oconee, South Carolina",15.7,45.7,2.0,25.8
2353,"Orangeburg, South Carolina",23.8,40.3,3.2,19.9
2354,"Pickens, South Carolina",16.8,36.2,1.2,26.0
2355,"Richland, South Carolina",16.0,33.4,2.3,39.1
2356,"Saluda, South Carolina",15.5,41.8,1.4,16.8
2357,"Spartanburg, South Carolina",13.8,38.2,2.0,24.5
2358,"Sumter, South Carolina",18.1,36.4,2.1,19.3
2359,"Union, South Carolina",20.9,44.0,1.2,11.3
2360,"Williamsburg, South Carolina",28.7,43.0,0.5,12.3
2361,"York, South Carolina",10.5,38.7,0.7,33.3
2362,"Aurora, South Dakota",4.1,37.8,0.0,21.5
2363,"Beadle, South Dakota",11.9,38.1,1.8,20.5
2364,"Bennett, South Dakota",22.5,28.6,1.2,15.7
2365,"Bon Homme, South Dakota",10.8,42.3,0.8,18.3
2366,"Brookings, South Dakota",12.2,27.0,0.6,40.3
2367,"Brown, South Dakota",9.8,37.0,1.8,29.4
2368,"Brule, South Dakota",13.2,40.9,0.5,27.1
2369,"Buffalo, South Dakota",38.7,25.8,0.0,8.5
2370,"Butte, South Dakota",10.5,40.1,1.4,19.2
2371,"Campbell, South Dakota",6.1,50.9,4.1,28.0
2372,"Charles Mix, South Dakota",15.5,35.8,0.8,18.6
2373,"Clark, South Dakota",11.3,41.4,0.8,19.1
2374,"Clay, South Dakota",22.5,24.9,1.4,49.9
2375,"Codington, South Dakota",13.1,39.1,1.2,21.5
2376,"Corson, South Dakota",33.8,28.7,0.9,17.8
2377,"Custer, South Dakota",12.7,54.8,4.4,23.5
2378,"Davison, South Dakota",12.6,38.6,1.6,26.5
2379,"Day, South Dakota",15.5,47.7,1.3,21.6
2380,"Deuel, South Dakota",8.0,42.8,0.8,22.2
2381,"Dewey, South Dakota",24.2,26.9,0.3,16.6
2382,"Douglas, South Dakota",8.5,46.7,0.0,15.5
2383,"Edmunds, South Dakota",6.2,42.4,3.2,26.3
2384,"Fall River, South Dakota",14.4,53.6,5.0,21.1
2385,"Faulk, South Dakota",6.0,47.0,2.0,26.9
2386,"Grant, South Dakota",9.2,42.9,1.4,21.9
2387,"Gregory, South Dakota",16.1,45.4,3.2,20.2
2388,"Haakon, South Dakota",10.3,44.1,1.9,15.6
2389,"Hamlin, South Dakota",5.5,35.0,0.9,21.0
2390,"Hand, South Dakota",9.9,47.4,2.7,22.1
2391,"Hanson, South Dakota",7.0,36.7,2.0,18.5
2392,"Harding, South Dakota",2.3,42.3,2.2,26.0
2393,"Hughes, South Dakota",10.8,38.0,0.0,34.7
2394,"Hutchinson, South Dakota",10.9,43.0,1.1,25.2
2395,"Hyde, South Dakota",11.7,53.3,0.0,24.5
2396,"Jackson, South Dakota",35.2,32.2,0.6,17.8
2397,"Jerauld, South Dakota",9.9,51.6,0.4,22.5
2398,"Jones, South Dakota",12.7,53.5,0.0,25.7
2399,"Kingsbury, South Dakota",11.9,45.1,2.7,21.5
2400,"Lake, South Dakota",11.1,43.2,0.0,33.1
2401,"Lawrence, South Dakota",11.7,42.1,0.5,35.0
2402,"Lincoln, South Dakota",4.0,34.9,0.8,37.6
2403,"Lyman, South Dakota",15.2,35.5,1.6,20.3
2404,"McCook, South Dakota",8.8,39.3,0.7,24.1
2405,"McPherson, South Dakota",14.8,50.2,3.6,17.7
2406,"Marshall, South Dakota",9.3,39.8,0.3,24.1
2407,"Meade, South Dakota",8.5,36.5,1.6,27.2
2408,"Mellette, South Dakota",40.5,32.9,0.9,12.0
2409,"Miner, South Dakota",9.7,44.0,4.0,18.5
2410,"Minnehaha, South Dakota",9.8,34.9,1.1,33.1
2411,"Moody, South Dakota",7.5,39.9,0.0,21.3
2412,"Oglala Lakota, South Dakota",41.7,25.8,0.7,10.4
2413,"Pennington, South Dakota",11.3,39.0,1.0,31.5
2414,"Perkins, South Dakota",10.0,47.5,0.0,20.3
2415,"Potter, South Dakota",8.6,49.2,1.8,22.3
2416,"Roberts, South Dakota",16.4,38.1,0.3,17.3
2417,"Sanborn, South Dakota",8.0,42.6,2.6,21.6
2418,"Spink, South Dakota",8.8,43.5,0.9,21.8
2419,"Stanley, South Dakota",6.9,44.5,0.0,32.1
2420,"Sully, South Dakota",11.2,46.8,0.0,25.0
2421,"Todd, South Dakota",48.2,23.8,1.2,15.6
2422,"Tripp, South Dakota",16.6,45.1,4.5,22.3
2423,"Turner, South Dakota",12.2,42.0,2.2,23.7
2424,"Union, South Dakota",9.0,40.0,0.5,30.6
2425,"Walworth, South Dakota",8.1,42.8,1.3,24.9
2426,"Yankton, South Dakota",11.2,41.8,0.6,25.7
2427,"Ziebach, South Dakota",33.4,33.1,0.0,16.4
2428,"Anderson, Tennessee",16.0,43.3,1.9,23.3
2429,"Bedford, Tennessee",14.0,37.9,1.6,16.6
2430,"Benton, Tennessee",21.0,47.9,2.6,12.3
2431,"Bledsoe, Tennessee",22.9,44.1,0.9,12.0
2432,"Blount, Tennessee",11.5,43.7,1.7,24.2
2433,"Bradley, Tennessee",15.0,39.5,1.1,22.3
2434,"Campbell, Tennessee",20.9,44.1,3.4,12.4
2435,"Cannon, Tennessee",15.6,42.0,0.3,15.8
2436,"Carroll, Tennessee",18.6,42.5,2.7,18.0
2437,"Carter, Tennessee",21.8,45.4,1.3,17.5
2438,"Cheatham, Tennessee",9.5,40.3,1.5,21.0
2439,"Chester, Tennessee",15.8,37.7,2.0,16.0
2440,"Claiborne, Tennessee",24.1,43.1,1.7,16.1
2441,"Clay, Tennessee",26.2,47.3,0.5,13.9
2442,"Cocke, Tennessee",22.2,45.2,1.4,11.6
2443,"Coffee, Tennessee",13.9,39.7,1.9,20.5
2444,"Crockett, Tennessee",17.2,40.7,3.2,13.8
2445,"Cumberland, Tennessee",14.3,51.0,2.3,18.5
2446,"Davidson, Tennessee",13.0,34.3,1.5,41.7
2447,"Decatur, Tennessee",18.4,46.4,1.8,14.5
2448,"DeKalb, Tennessee",18.0,41.1,2.4,16.7
2449,"Dickson, Tennessee",12.7,39.1,1.7,16.2
2450,"Dyer, Tennessee",18.9,40.5,1.1,16.1
2451,"Fayette, Tennessee",12.2,45.8,0.8,22.2
2452,"Fentress, Tennessee",20.2,45.2,2.5,16.0
2453,"Franklin, Tennessee",15.8,42.2,1.5,20.8
2454,"Gibson, Tennessee",16.8,39.9,1.8,18.4
2455,"Giles, Tennessee",13.7,43.9,2.4,16.5
2456,"Grainger, Tennessee",16.4,45.0,0.7,10.7
2457,"Greene, Tennessee",16.6,44.7,1.6,16.7
2458,"Grundy, Tennessee",23.3,43.4,2.2,13.2
2459,"Hamblen, Tennessee",16.5,40.7,2.6,16.8
2460,"Hamilton, Tennessee",12.3,39.7,1.7,32.2
2461,"Hancock, Tennessee",29.0,44.5,4.3,11.2
2462,"Hardeman, Tennessee",19.6,40.3,1.9,11.2
2463,"Hardin, Tennessee",20.2,45.3,0.8,15.0
2464,"Hawkins, Tennessee",18.4,44.9,2.4,13.7
2465,"Haywood, Tennessee",19.9,42.0,3.4,11.0
2466,"Henderson, Tennessee",18.4,41.5,1.7,14.4
2467,"Henry, Tennessee",18.6,45.8,2.6,16.5
2468,"Hickman, Tennessee",16.0,41.1,2.0,10.9
2469,"Houston, Tennessee",19.2,43.9,0.7,13.0
2470,"Humphreys, Tennessee",17.0,42.0,3.0,14.3
2471,"Jackson, Tennessee",20.7,46.8,1.1,11.0
2472,"Jefferson, Tennessee",12.5,43.9,2.3,16.8
2473,"Johnson, Tennessee",23.6,46.0,2.9,11.6
2474,"Knox, Tennessee",14.2,37.4,1.6,37.6
2475,"Lake, Tennessee",31.2,41.5,0.0,9.4
2476,"Lauderdale, Tennessee",21.9,38.3,2.1,8.3
2477,"Lawrence, Tennessee",16.7,39.3,1.3,14.3
2478,"Lewis, Tennessee",19.4,43.3,2.9,10.4
2479,"Lincoln, Tennessee",14.2,42.6,1.8,18.4
2480,"Loudon, Tennessee",11.2,47.6,2.0,26.4
2481,"McMinn, Tennessee",18.9,42.6,1.9,16.2
2482,"McNairy, Tennessee",18.5,43.5,0.1,12.6
2483,"Macon, Tennessee",18.0,39.4,0.2,10.3
2484,"Madison, Tennessee",17.5,38.7,2.0,25.6
2485,"Marion, Tennessee",17.7,43.4,0.5,12.8
2486,"Marshall, Tennessee",12.2,38.9,1.4,14.7
2487,"Maury, Tennessee",10.5,39.1,1.2,23.0
2488,"Meigs, Tennessee",16.5,46.0,0.9,9.8
2489,"Monroe, Tennessee",16.8,43.9,3.3,13.4
2490,"Montgomery, Tennessee",13.5,30.8,1.8,28.5
2491,"Moore, Tennessee",10.2,45.0,1.9,22.7
2492,"Morgan, Tennessee",20.2,41.6,0.9,9.4
2493,"Obion, Tennessee",20.0,42.6,1.9,15.3
2494,"Overton, Tennessee",18.6,43.0,0.8,12.8
2495,"Perry, Tennessee",24.8,43.2,2.8,11.5
2496,"Pickett, Tennessee",18.8,50.1,0.2,9.4
2497,"Polk, Tennessee",15.5,45.6,1.1,11.9
2498,"Putnam, Tennessee",18.5,36.4,2.2,26.4
2499,"Rhea, Tennessee",19.2,38.9,2.1,16.9
2500,"Roane, Tennessee",15.2,46.4,3.0,19.8
2501,"Robertson, Tennessee",11.1,39.0,0.6,19.6
2502,"Rutherford, Tennessee",10.0,33.5,0.7,32.2
2503,"Scott, Tennessee",23.3,39.4,1.0,9.2
2504,"Sequatchie, Tennessee",17.3,44.1,2.5,15.1
2505,"Sevier, Tennessee",13.4,42.9,1.8,17.4
2506,"Shelby, Tennessee",17.8,35.6,1.4,31.6
2507,"Smith, Tennessee",15.6,40.3,0.8,14.4
2508,"Stewart, Tennessee",13.6,44.2,1.8,15.6
2509,"Sullivan, Tennessee",15.4,45.1,1.7,23.6
2510,"Sumner, Tennessee",8.8,39.8,1.0,28.1
2511,"Tipton, Tennessee",12.8,37.5,1.6,17.3
2512,"Trousdale, Tennessee",8.7,35.1,0.0,13.8
2513,"Unicoi, Tennessee",19.1,46.5,2.1,14.8
2514,"Union, Tennessee",21.1,43.0,3.7,9.9
2515,"Van Buren, Tennessee",15.6,46.9,2.2,7.8
2516,"Warren, Tennessee",20.4,40.0,2.1,14.5
2517,"Washington, Tennessee",16.2,40.2,1.9,31.8
2518,"Wayne, Tennessee",19.2,43.0,1.3,9.7
2519,"Weakley, Tennessee",19.7,38.6,1.6,21.6
2520,"White, Tennessee",16.2,43.2,3.1,12.3
2521,"Williamson, Tennessee",4.8,39.1,0.7,59.8
2522,"Wilson, Tennessee",7.7,40.4,0.5,32.4
2523,"Anderson, Texas",14.6,39.3,1.8,10.6
2524,"Andrews, Texas",8.9,30.8,0.9,12.2
2525,"Angelina, Texas",16.1,37.5,2.1,16.9
2526,"Aransas, Texas",17.0,50.6,3.7,21.9
2527,"Archer, Texas",11.5,44.5,1.1,23.9
2528,"Armstrong, Texas",9.9,46.0,1.0,22.8
2529,"Atascosa, Texas",14.2,35.4,2.0,14.4
2530,"Austin, Texas",11.7,40.7,1.3,23.9
2531,"Bailey, Texas",8.9,33.3,2.0,17.2
2532,"Bandera, Texas",12.4,52.2,2.4,22.8
2533,"Bastrop, Texas",11.5,38.4,1.4,20.7
2534,"Baylor, Texas",12.4,45.9,0.0,22.8
2535,"Bee, Texas",21.1,35.3,0.2,8.9
2536,"Bell, Texas",13.5,31.0,2.6,25.2
2537,"Bexar, Texas",14.9,33.6,1.5,28.0
2538,"Blanco, Texas",8.5,50.4,1.7,26.5
2539,"Borden, Texas",7.0,41.7,1.6,39.5
2540,"Bosque, Texas",13.4,46.6,4.4,19.8
2541,"Bowie, Texas",17.9,38.0,2.3,20.6
2542,"Brazoria, Texas",8.9,35.8,1.2,30.0
2543,"Brazos, Texas",23.4,26.5,0.8,41.7
2544,"Brewster, Texas",16.9,43.7,4.6,40.0
2545,"Briscoe, Texas",12.1,46.4,4.1,19.8
2546,"Brooks, Texas",37.7,29.7,1.2,15.7
2547,"Brown, Texas",12.7,41.5,2.3,19.1
2548,"Burleson, Texas",11.4,43.3,2.5,17.3
2549,"Burnet, Texas",8.8,44.6,1.9,25.4
2550,"Caldwell, Texas",15.5,35.9,1.1,14.6
2551,"Calhoun, Texas",12.5,37.7,2.3,14.2
2552,"Callahan, Texas",13.2,44.2,0.8,21.0
2553,"Cameron, Texas",27.7,31.7,1.3,17.3
2554,"Camp, Texas",19.2,37.6,2.4,19.4
2555,"Carson, Texas",6.9,40.6,0.8,28.4
2556,"Cass, Texas",16.0,43.3,1.5,16.4
2557,"Castro, Texas",11.8,34.8,4.5,15.6
2558,"Chambers, Texas",11.6,35.2,1.0,22.7
2559,"Cherokee, Texas",16.0,37.9,2.0,17.2
2560,"Childress, Texas",13.4,34.5,7.8,18.3
2561,"Clay, Texas",11.8,46.6,2.3,21.4
2562,"Cochran, Texas",25.8,35.1,0.0,8.0
2563,"Coke, Texas",13.6,48.1,6.0,17.8
2564,"Coleman, Texas",17.1,47.2,3.6,15.8
2565,"Collin, Texas",6.2,36.9,1.1,52.3
2566,"Collingsworth, Texas",18.7,39.6,0.7,20.2
2567,"Colorado, Texas",10.8,42.9,2.9,21.0
2568,"Comal, Texas",7.4,42.2,1.9,36.8
2569,"Comanche, Texas",12.2,44.8,1.5,20.3
2570,"Concho, Texas",13.2,45.3,5.0,13.0
2571,"Cooke, Texas",10.7,40.7,0.8,20.9
2572,"Coryell, Texas",12.2,31.8,1.5,16.1
2573,"Cottle, Texas",28.1,37.1,3.9,16.8
2574,"Crane, Texas",10.2,32.7,0.0,14.7
2575,"Crockett, Texas",17.1,38.8,2.7,14.0
2576,"Crosby, Texas",20.2,38.4,2.8,13.2
2577,"Culberson, Texas",19.3,34.4,1.5,10.2
2578,"Dallam, Texas",7.7,31.7,0.8,15.8
2579,"Dallas, Texas",13.6,33.4,1.4,31.5
2580,"Dawson, Texas",23.1,33.5,1.5,14.2
2581,"Deaf Smith, Texas",16.0,31.9,1.9,12.0
2582,"Delta, Texas",16.3,44.3,3.9,25.1
2583,"Denton, Texas",7.2,35.5,0.8,45.1
2584,"DeWitt, Texas",17.0,41.0,2.0,12.6
2585,"Dickens, Texas",24.3,46.0,3.0,18.5
2586,"Dimmit, Texas",29.7,34.3,0.0,13.6
2587,"Donley, Texas",15.4,41.4,3.9,17.9
2588,"Duval, Texas",24.5,36.1,2.1,9.0
2589,"Eastland, Texas",18.0,41.2,6.7,16.0
2590,"Ector, Texas",11.9,30.4,1.1,15.4
2591,"Edwards, Texas",14.1,49.1,2.2,18.2
2592,"Ellis, Texas",8.5,36.2,0.7,24.3
2593,"El Paso, Texas",19.8,32.2,1.8,23.3
2594,"Erath, Texas",18.9,30.4,4.5,31.5
2595,"Falls, Texas",26.6,39.0,1.8,12.4
2596,"Fannin, Texas",13.3,41.3,1.2,17.4
2597,"Fayette, Texas",12.3,47.0,1.7,19.7
2598,"Fisher, Texas",19.6,44.6,3.2,18.6
2599,"Floyd, Texas",15.2,37.2,1.2,15.9
2600,"Foard, Texas",11.3,51.2,8.5,16.2
2601,"Fort Bend, Texas",7.0,36.3,1.4,46.2
2602,"Franklin, Texas",8.0,43.2,0.6,26.6
2603,"Freestone, Texas",16.3,41.5,1.6,15.3
2604,"Frio, Texas",22.9,31.2,1.2,7.3
2605,"Gaines, Texas",14.9,27.8,1.5,11.4
2606,"Galveston, Texas",11.8,37.7,2.3,31.1
2607,"Garza, Texas",20.7,41.1,2.7,13.9
2608,"Gillespie, Texas",7.9,50.0,2.6,32.2
2609,"Glasscock, Texas",8.7,30.8,1.9,27.2
2610,"Goliad, Texas",18.4,46.1,1.3,17.3
2611,"Gonzales, Texas",13.3,36.3,0.4,13.1
2612,"Gray, Texas",15.1,36.5,1.8,13.9
2613,"Grayson, Texas",13.5,39.9,1.6,20.4
2614,"Gregg, Texas",16.2,35.6,2.8,21.3
2615,"Grimes, Texas",15.4,40.4,2.2,15.7
2616,"Guadalupe, Texas",9.1,37.0,1.5,28.2
2617,"Hale, Texas",17.5,33.4,1.6,17.1
2618,"Hall, Texas",20.4,44.6,4.2,15.9
2619,"Hamilton, Texas",14.2,45.8,3.5,22.4
2620,"Hansford, Texas",15.0,35.1,0.8,15.1
2621,"Hardeman, Texas",16.4,43.5,6.1,13.7
2622,"Hardin, Texas",14.1,39.2,2.5,16.8
2623,"Harris, Texas",14.3,33.5,1.7,31.5
2624,"Harrison, Texas",16.6,38.7,1.5,19.1
2625,"Hartley, Texas",7.3,38.1,3.0,17.8
2626,"Haskell, Texas",19.0,43.5,4.6,11.9
2627,"Hays, Texas",13.7,32.0,1.2,37.2
2628,"Hemphill, Texas",7.0,36.4,6.2,21.2
2629,"Henderson, Texas",16.1,43.9,4.1,17.3
2630,"Hidalgo, Texas",28.0,29.2,1.8,18.7
2631,"Hill, Texas",12.6,42.1,3.5,17.4
2632,"Hockley, Texas",15.9,33.8,1.7,15.8
2633,"Hood, Texas",9.7,47.0,2.8,26.4
2634,"Hopkins, Texas",14.3,39.2,0.8,20.1
2635,"Houston, Texas",19.7,44.5,2.9,15.2
2636,"Howard, Texas",16.1,36.5,2.7,12.6
2637,"Hudspeth, Texas",26.1,37.0,1.5,10.7
2638,"Hunt, Texas",14.9,38.0,0.4,19.9
2639,"Hutchinson, Texas",15.0,38.0,2.0,14.0
2640,"Irion, Texas",11.7,42.7,4.8,15.0
2641,"Jack, Texas",16.4,39.6,1.1,13.5
2642,"Jackson, Texas",15.7,37.7,1.6,16.5
2643,"Jasper, Texas",17.2,40.5,3.6,12.9
2644,"Jeff Davis, Texas",4.2,55.8,4.7,30.5
2645,"Jefferson, Texas",16.7,36.2,1.6,19.7
2646,"Jim Hogg, Texas",26.6,32.4,3.7,13.4
2647,"Jim Wells, Texas",22.9,34.6,2.0,12.2
2648,"Johnson, Texas",9.1,36.8,1.3,18.7
2649,"Jones, Texas",15.6,38.2,2.3,11.7
2650,"Karnes, Texas",14.9,35.4,1.4,15.3
2651,"Kaufman, Texas",11.5,35.5,1.8,20.5
2652,"Kendall, Texas",5.5,41.4,1.5,42.1
2653,"Kenedy, Texas",11.7,39.7,0.0,1.0
2654,"Kent, Texas",19.8,51.0,2.6,25.4
2655,"Kerr, Texas",9.9,47.4,2.8,27.4
2656,"Kimble, Texas",19.7,52.1,5.0,22.5
2657,"King, Texas",3.9,40.0,0.0,20.9
2658,"Kinney, Texas",10.6,49.8,6.3,12.1
2659,"Kleberg, Texas",25.3,28.3,1.0,24.6
2660,"Knox, Texas",16.7,39.5,1.9,20.1
2661,"Lamar, Texas",18.5,40.7,1.5,18.7
2662,"Lamb, Texas",18.8,36.4,1.3,14.4
2663,"Lampasas, Texas",11.8,43.1,1.3,19.9
2664,"La Salle, Texas",23.3,36.5,0.7,7.5
2665,"Lavaca, Texas",12.0,43.4,1.1,16.7
2666,"Lee, Texas",15.0,41.1,1.1,14.6
2667,"Leon, Texas",16.9,44.3,1.9,14.0
2668,"Liberty, Texas",13.8,35.5,2.1,9.7
2669,"Limestone, Texas",17.6,39.9,3.1,14.8
2670,"Lipscomb, Texas",13.5,34.7,2.7,19.7
2671,"Live Oak, Texas",13.4,42.2,5.3,12.2
2672,"Llano, Texas",10.9,57.4,2.4,25.3
2673,"Loving, Texas",16.7,55.2,0.0,0.0
2674,"Lubbock, Texas",18.4,30.8,1.4,30.1
2675,"Lynn, Texas",18.3,37.3,2.2,17.3
2676,"McCulloch, Texas",17.4,44.6,4.5,17.3
2677,"McLennan, Texas",18.0,33.3,1.5,24.2
2678,"McMullen, Texas",17.4,38.2,1.4,28.8
2679,"Madison, Texas",14.1,35.2,0.4,14.7
2680,"Marion, Texas",19.0,50.6,1.4,14.7
2681,"Martin, Texas",6.8,32.7,1.1,18.3
2682,"Mason, Texas",14.3,46.3,0.0,27.6
2683,"Matagorda, Texas",19.7,38.2,2.0,17.4
2684,"Maverick, Texas",28.6,29.6,1.6,12.7
2685,"Medina, Texas",12.2,39.0,0.9,19.8
2686,"Menard, Texas",17.5,51.8,1.2,18.0
2687,"Midland, Texas",9.1,31.7,0.5,27.4
2688,"Milam, Texas",15.5,41.7,0.7,14.1
2689,"Mills, Texas",19.8,52.1,1.3,18.3
2690,"Mitchell, Texas",12.3,33.9,6.0,11.3
2691,"Montague, Texas",14.5,44.6,0.8,16.9
2692,"Montgomery, Texas",8.7,37.1,1.2,34.5
2693,"Moore, Texas",10.9,30.8,1.5,14.3
2694,"Morris, Texas",18.4,43.0,1.4,14.3
2695,"Motley, Texas",11.2,41.3,9.8,16.8
2696,"Nacogdoches, Texas",22.2,30.9,1.4,24.5
2697,"Navarro, Texas",16.9,38.1,1.3,15.9
2698,"Newton, Texas",24.4,44.3,0.9,9.7
2699,"Nolan, Texas",15.5,37.5,3.4,15.2
2700,"Nueces, Texas",16.7,35.5,2.0,21.8
2701,"Ochiltree, Texas",13.9,32.3,1.4,15.6
2702,"Oldham, Texas",7.9,35.9,0.0,22.0
2703,"Orange, Texas",13.2,37.9,1.7,15.5
2704,"Palo Pinto, Texas",15.2,40.6,4.3,16.6
2705,"Panola, Texas",13.8,39.2,1.3,16.1
2706,"Parker, Texas",8.9,39.7,1.4,26.4
2707,"Parmer, Texas",15.6,33.4,2.3,17.9
2708,"Pecos, Texas",15.6,35.9,0.0,9.8
2709,"Polk, Texas",17.8,43.7,1.7,13.1
2710,"Potter, Texas",19.6,33.9,2.0,14.9
2711,"Presidio, Texas",37.2,41.9,3.2,21.2
2712,"Rains, Texas",12.4,48.4,1.3,13.7
2713,"Randall, Texas",7.9,35.9,2.0,32.4
2714,"Reagan, Texas",7.7,30.0,1.3,10.5
2715,"Real, Texas",20.8,47.4,6.2,17.4
2716,"Red River, Texas",20.5,45.9,1.1,12.5
2717,"Reeves, Texas",18.9,35.8,1.7,12.3
2718,"Refugio, Texas",16.3,43.3,0.3,11.5
2719,"Roberts, Texas",8.0,43.2,2.8,25.0
2720,"Robertson, Texas",16.1,41.5,0.9,16.1
2721,"Rockwall, Texas",4.9,37.5,0.7,40.7
2722,"Runnels, Texas",15.0,40.8,2.5,18.1
2723,"Rusk, Texas",13.4,38.2,1.3,15.5
2724,"Sabine, Texas",18.1,53.0,3.8,17.6
2725,"San Augustine, Texas",23.3,49.3,3.2,14.0
2726,"San Jacinto, Texas",14.3,44.9,1.2,11.2
2727,"San Patricio, Texas",16.6,35.5,1.3,15.6
2728,"San Saba, Texas",11.8,42.4,3.2,14.1
2729,"Schleicher, Texas",17.2,36.2,1.5,16.6
2730,"Scurry, Texas",11.7,36.4,1.4,16.2
2731,"Shackelford, Texas",13.5,43.0,2.4,30.5
2732,"Shelby, Texas",22.1,38.0,1.7,13.8
2733,"Sherman, Texas",10.5,40.1,2.7,15.0
2734,"Smith, Texas",14.3,36.6,1.6,26.4
2735,"Somervell, Texas",22.3,41.0,1.8,26.4
2736,"Starr, Texas",35.0,28.8,1.4,9.9
2737,"Stephens, Texas",20.1,39.4,3.7,16.2
2738,"Sterling, Texas",5.0,40.8,1.5,9.5
2739,"Stonewall, Texas",12.9,47.1,2.6,14.8
2740,"Sutton, Texas",13.5,38.6,0.7,17.1
2741,"Swisher, Texas",23.3,35.9,0.4,15.3
2742,"Tarrant, Texas",10.9,34.4,1.1,32.3
2743,"Taylor, Texas",14.8,32.5,2.0,25.2
2744,"Terrell, Texas",15.1,55.2,10.1,18.4
2745,"Terry, Texas",17.8,34.6,1.6,11.4
2746,"Throckmorton, Texas",21.3,52.3,3.0,21.7
2747,"Titus, Texas",16.4,34.1,1.6,16.3
2748,"Tom Green, Texas",13.1,34.1,2.2,24.5
2749,"Travis, Texas",10.7,34.2,1.4,50.0
2750,"Trinity, Texas",15.1,48.6,3.0,12.9
2751,"Tyler, Texas",16.7,42.4,1.5,13.4
2752,"Upshur, Texas",16.2,41.4,2.9,17.1
2753,"Upton, Texas",14.7,39.6,0.8,9.6
2754,"Uvalde, Texas",17.4,33.7,1.1,17.9
2755,"Val Verde, Texas",20.3,31.8,1.6,18.4
2756,"Van Zandt, Texas",12.9,42.8,1.5,15.8
2757,"Victoria, Texas",14.2,35.9,1.6,20.0
2758,"Walker, Texas",23.3,35.3,2.1,20.8
2759,"Waller, Texas",14.9,28.9,2.5,21.1
2760,"Ward, Texas",13.2,33.9,0.1,12.5
2761,"Washington, Texas",12.2,41.5,1.9,26.8
2762,"Webb, Texas",25.5,28.8,1.4,18.9
2763,"Wharton, Texas",17.6,37.3,2.2,18.0
2764,"Wheeler, Texas",16.5,39.6,3.3,16.8
2765,"Wichita, Texas",17.4,34.5,2.7,23.1
2766,"Wilbarger, Texas",15.8,39.4,0.7,15.2
2767,"Willacy, Texas",28.8,33.0,1.0,8.9
2768,"Williamson, Texas",5.7,36.3,1.3,41.3
2769,"Wilson, Texas",9.0,40.2,1.1,21.8
2770,"Winkler, Texas",14.1,33.1,2.8,8.2
2771,"Wise, Texas",10.2,38.3,0.9,18.0
2772,"Wood, Texas",15.3,47.9,1.3,16.6
2773,"Yoakum, Texas",9.1,30.3,0.0,12.7
